name,full_name,short_name,
谭亮稳,比亚迪股份有限公司,比亚迪,
万龙,比亚迪股份有限公司,比亚迪,
李超,深圳市深科达智能装备股份有限公司,深科达,
那耀宗,杭州海康机器人技术有限公司,海康机器人,
王广军,宁德时代新能源科技股份有限公司,宁德时代,
戴亚,宁德时代新能源科技股份有限公司,宁德时代,
张祥领,宁德时代新能源科技股份有限公司,宁德时代,
杨旭,深圳市艾特智能科技有限公司,深圳市艾特智能科技,
王鹏,江苏时代新能源科技有限公司,江苏时代新能源科技,
杨瑞,宁德时代新能源科技股份有限公司,宁德时代,
姚红霞,大金空调(上海)有限公司,大金空调(上海),
王永,杭州海康机器人技术有限公司,海康机器人,
李学川,顺丰控股股份有限公司,顺丰控股,
缪松华,杭州海康机器人技术有限公司,海康机器人,
全晓臣,杭州海康机器人技术有限公司,海康机器人,
王雪峰,江西浩金欧博环境科技有限公司,浩金欧博环境科技,
唐代春,宁德时代新能源科技股份有限公司,宁德时代,
林明翔,宁德时代新能源科技股份有限公司,宁德时代,
张小细,宁德时代新能源科技股份有限公司,宁德时代,
邓邦球,顺丰控股股份有限公司,顺丰控股,
张磊,宁德时代新能源科技股份有限公司,宁德时代,
刘伟,江西欧迈斯微电子有限公司,江迈斯微电子,
张华林,杭州海康机器人技术有限公司,海康机器人,
林江,宁德时代新能源科技股份有限公司,宁德时代,
雷育永,宁德时代新能源科技股份有限公司,宁德时代,
杨剑雄,宁德时代新能源科技股份有限公司,宁德时代,
郭志辉,杭州海康机器人技术有限公司,海康机器人,
周勇,宁德时代新能源科技股份有限公司,宁德时代,
张艺耀,宁波松鹰汽车部件有限公司,宁波松鹰,
黄伟杰,深圳市深科达智能装备股份有限公司,深科达,
周菲,欧菲光集团股份有限公司,欧菲光,
曾宪杰,顺丰控股股份有限公司,顺丰控股,
朱其委,顺丰控股股份有限公司,顺丰控股,
李志强,宁德时代新能源科技股份有限公司,宁德时代,
王玉莲,浙江虹达特种橡胶制品有限公司,虹达特种橡胶制品,
王珂,宁德时代新能源科技股份有限公司,宁德时代,
谢岚,宁德时代新能源科技股份有限公司,宁德时代,
长尾幸子,出光兴产株式会社,出光兴产株式会社,
杨秀贵,重庆超力高科技股份有限公司,超力高科,
陈文伟,宁德时代新能源科技股份有限公司,宁德时代,
王金鹏,斯坦德机器人（深圳）有限公司,斯坦德机器人,
向井元桐,株式会社不二工机,株式会社不二工机,
A·辛德勒,奥迪股份公司,奥迪,
夏帆,顺丰控股股份有限公司,顺丰控股,
何锡阳,比亚迪股份有限公司,比亚迪,
李子源,宁德时代新能源科技股份有限公司,宁德时代,
张学范,深圳市亿和精密科技集团有限公司,亿和精密,
左心权,重庆超力高科技股份有限公司,超力高科,
李晓,重庆超力高科技股份有限公司,超力高科,
陈波,重庆超力高科技股份有限公司,超力高科,
陈天明,宁德时代新能源科技股份有限公司,宁德时代,
日比野茎子,出光兴产株式会社,出光兴产株式会社,
杜宝海,宁德时代新能源科技股份有限公司,宁德时代,
官锋,宁德时代新能源科技股份有限公司,宁德时代,
胡振武,重庆超力高科技股份有限公司,超力高科,
郭明奎,宁德时代新能源科技股份有限公司,宁德时代,
黄亚萍,宁德时代新能源科技股份有限公司,宁德时代,
李兴星,宁德时代新能源科技股份有限公司,宁德时代,
张清,杭州海康机器人技术有限公司,海康机器人,
何佳杰,杭州海康机器人技术有限公司,海康机器人,
盛长亮,宁德时代新能源科技股份有限公司,宁德时代,
石为利,比亚迪股份有限公司,比亚迪,
M·松纳,奥迪股份公司,奥迪,
唐民,湖北美标汽车制冷系统有限公司,美标汽车,
刘志刚,比亚迪股份有限公司,比亚迪,
洪家荣,宁德时代新能源科技股份有限公司,宁德时代,
汪文礼,宁德时代新能源科技股份有限公司,宁德时代,
松田亮,株式会社不二工机,株式会社不二工机,
铁静,豫新汽车热管理科技有限公司,豫新汽车,
曾超,宁德时代新能源科技股份有限公司,宁德时代,
戴晓汕,宁德时代新能源科技股份有限公司,宁德时代,
赵永猛,豫新汽车热管理科技有限公司,豫新汽车,
程艮强,豫新汽车热管理科技有限公司,豫新汽车,
周彦忱,豫新汽车热管理科技有限公司,豫新汽车,
铃木谦一,三电有限公司,三电,
水谷清香,出光兴产株式会社,出光兴产株式会社,
陈宜锋,宁德时代新能源科技股份有限公司,宁德时代,
鱼秀汉,LG电子株式会社,LG Electronics,
张世旻,LG电子株式会社,LG Electronics,
陈德钦,深圳市深科达智能装备股份有限公司,深科达,
宋锦晖,豫新汽车热管理科技有限公司,豫新汽车,
杨冬静,豫新汽车热管理科技有限公司,豫新汽车,
赵利伟,豫新汽车热管理科技有限公司,豫新汽车,
王金秋,比亚迪股份有限公司,比亚迪,
大野拓矢,出光兴产株式会社,出光兴产株式会社,
焦晓朋,深圳市比亚迪锂电池有限公司,比亚迪锂电池,
李世彩,深圳市比亚迪锂电池有限公司,比亚迪锂电池,
田茂果,重庆超力高科技股份有限公司,超力高科,
龙飞飞,顺丰控股股份有限公司,顺丰控股,
曹天海,顺丰控股股份有限公司,顺丰控股,
田口幸彦,三电有限公司,三电,
吕王彪,杭州海康机器人技术有限公司,海康机器人,
曹嘉彬,杭州海康机器人技术有限公司,海康机器人,
樊秀兰,比亚迪股份有限公司,比亚迪,
谢成臣,顺丰控股股份有限公司,顺丰控股,
尹超荣,顺丰控股股份有限公司,顺丰控股,
张强,顺丰控股股份有限公司,顺丰控股,
蒋治亿,宁德时代新能源科技股份有限公司,宁德时代,
寺内清,三电有限公司,三电,
王川艳,杭州海康机器人技术有限公司,海康机器人,
程之鸿,深圳市裕同包装科技股份有限公司,裕同科技,
郑勇,北京极智嘉科技有限公司,极智嘉科技,
陈曦,北京极智嘉科技有限公司,极智嘉科技,
刘苑红,比亚迪股份有限公司,比亚迪,
张祥,比亚迪股份有限公司,比亚迪,
佐藤淳,出光兴产株式会社,出光兴产株式会社,
任苗苗,宁德时代新能源科技股份有限公司,宁德时代,
汪龙,宁德时代新能源科技股份有限公司,宁德时代,
王东东,深圳市深科达智能装备股份有限公司,深科达,
郑拓,宁德时代新能源科技股份有限公司,宁德时代,
B·埃利亚斯,奥迪股份公司,奥迪,
储焰南,宁德时代新能源科技股份有限公司,宁德时代,
谷慧,宁德时代新能源科技股份有限公司,宁德时代,
朱贤春,宁德时代新能源科技股份有限公司,宁德时代,
杨瑞云,豫新汽车热管理科技有限公司,豫新汽车,
许范,豫新汽车热管理科技有限公司,豫新汽车,
王梅玲,豫新汽车热管理科技有限公司,豫新汽车,
娄中志,豫新汽车热管理科技有限公司,豫新汽车,
赵渊博,豫新汽车热管理科技有限公司,豫新汽车,
西村麻美,出光兴产株式会社,出光兴产株式会社,
李泳柱,LG电子株式会社,LG Electronics,
金钟锡,LG电子株式会社,LG Electronics,
朴大润,LG电子株式会社,LG Electronics,
韩军仓,豫新汽车热管理科技有限公司,豫新汽车,
崔明璐,豫新汽车热管理科技有限公司,豫新汽车,
郭红,重庆超力高科技股份有限公司,超力高科,
金广礴,重庆超力高科技股份有限公司,超力高科,
王义磊,比亚迪股份有限公司,比亚迪,
刘会平,顺丰控股股份有限公司,顺丰控股,
马永军,比亚迪股份有限公司,比亚迪,
猿渡铁也,出光兴产株式会社,出光兴产株式会社,
林福仙,宁德时代新能源科技股份有限公司,宁德时代,
郑雄,宁德时代新能源科技股份有限公司,宁德时代,
蔡金博,宁德时代新能源科技股份有限公司,宁德时代,
钟顺和,顺丰控股股份有限公司,顺丰控股,
王志超,宁德时代新能源科技股份有限公司,宁德时代,
芮世薰,LG电子株式会社,LG Electronics,
孙银庸,LG电子株式会社,LG Electronics,
何超,重庆超力高科技股份有限公司,超力高科,
俞文涛,杭州海康机器人技术有限公司,海康机器人,
阮祖云,宁德时代新能源科技股份有限公司,宁德时代,
孙翔,比亚迪股份有限公司,比亚迪,
程晗,比亚迪股份有限公司,比亚迪,
邓秀红,比亚迪股份有限公司,比亚迪,
刘进宝,南昌欧菲光电技术有限公司,欧菲光电技术,
杜锐,宁德时代新能源科技股份有限公司,宁德时代,
徐飞,豫新汽车热管理科技有限公司,豫新汽车,
张子瀚,豫新汽车热管理科技有限公司,豫新汽车,
陈勇,豫新汽车热管理科技有限公司,豫新汽车,
孙雨来,豫新汽车热管理科技有限公司,豫新汽车,
张力伟,豫新汽车热管理科技有限公司,豫新汽车,
李彭,豫新汽车热管理科技有限公司,豫新汽车,
王哲,豫新汽车热管理科技有限公司,豫新汽车,
宋本康,豫新汽车热管理科技有限公司,豫新汽车,
张洁云,深圳市裕同包装科技股份有限公司,裕同科技,
吴圣,比亚迪股份有限公司,比亚迪,
宫腰龙,三电控股株式会社,三电控股株式会社,
杨广舟,南昌欧菲光科技有限公司,南昌欧菲光科技,
朱晓斌,豫新汽车热管理科技有限公司,豫新汽车,
曾求勇,比亚迪股份有限公司,比亚迪,
高汉卿,宁德时代新能源科技股份有限公司,宁德时代,
徐辉,重庆超力高科技股份有限公司,超力高科,
费超,顺丰控股股份有限公司,顺丰控股,
徐强,比亚迪股份有限公司,比亚迪,
吴国秀,宁德时代新能源科技股份有限公司,宁德时代,
楚乐,宁德时代新能源科技股份有限公司,宁德时代,
老世荣,顺丰控股股份有限公司,顺丰控股,
李谦,宁德时代新能源科技股份有限公司,宁德时代,
施锐波,苏州欧菲光科技有限公司,苏州欧菲光,
石新兵,苏州欧菲光科技有限公司,苏州欧菲光,
邵高攀,豫新汽车热管理科技有限公司,豫新汽车,
张传银,豫新汽车热管理科技有限公司,豫新汽车,
刘伟,南昌欧菲光学技术有限公司,欧菲光学技术,
陈一博,豫新汽车热管理科技有限公司,豫新汽车,
和艺,深圳市奇信集团股份有限公司,奇信股份,
苏丽君,深圳市奇信集团股份有限公司,奇信股份,
刘娇丽,深圳市奇信集团股份有限公司,奇信股份,
旷雅,深圳市奇信集团股份有限公司,奇信股份,
陈东,深圳市劲拓自动化设备股份有限公司,劲拓股份,
泷本正己,出光兴产株式会社,出光兴产株式会社,
沼田真树,出光兴产株式会社,出光兴产株式会社,
汪成林,比亚迪股份有限公司,比亚迪,
张翠平,宁德时代新能源科技股份有限公司,宁德时代,
张浩,宁德时代新能源科技股份有限公司,宁德时代,
平田贤吾,出光兴产株式会社,出光兴产株式会社,
森下浩延,出光兴产株式会社,出光兴产株式会社,
薛丹月,宁德时代新能源科技股份有限公司,宁德时代,
程萌,宁德时代新能源科技股份有限公司,宁德时代,
刘华,比亚迪股份有限公司,比亚迪,
陈彬,杭州海康机器人技术有限公司,海康机器人,
李刚,重庆超力高科技股份有限公司,超力高科,
青山伦久,株式会社不二工机,株式会社不二工机,
吴剑树,深圳市裕同包装科技股份有限公司,裕同科技,
唐彬,南昌欧菲光学技术有限公司,欧菲光学技术,
肖海河,宁德时代新能源科技股份有限公司,宁德时代,
张迪,宁德时代新能源科技股份有限公司,宁德时代,
李盟,宁德时代新能源科技股份有限公司,宁德时代,
权圣斗,LG电子株式会社,LG Electronics,
薛洪亮,宁德时代新能源科技股份有限公司,宁德时代,
伍永彬,宁德时代新能源科技股份有限公司,宁德时代,
詹承煜,比亚迪股份有限公司,比亚迪,
朱建伟,宁德时代新能源科技股份有限公司,宁德时代,
平野和幸,出光兴产株式会社,出光兴产株式会社,
周涛,比亚迪股份有限公司,比亚迪,
李晨光,南昌欧菲光科技有限公司,南昌欧菲光科技,
铃木教郎,株式会社不二工机,株式会社不二工机,
曹华,宁德时代新能源科技股份有限公司,宁德时代,
王冲,宁德时代新能源科技股份有限公司,宁德时代,
高桥良多,出光兴产株式会社,出光兴产株式会社,
李必勇,杭州海康机器人技术有限公司,海康机器人,
王巍,比亚迪股份有限公司,比亚迪,
王玉斌,比亚迪股份有限公司,比亚迪,
周文泣,欧菲光集团股份有限公司,欧菲光,
周林森,重庆超力高科技股份有限公司,超力高科,
邓炀,深圳市易瑞生物技术股份有限公司,易瑞生物,
刘自天,深圳市易瑞生物技术股份有限公司,易瑞生物,
郝瑶,深圳市汇创达科技股份有限公司,汇创达,
方伍梅,宁德时代新能源科技股份有限公司,宁德时代,
关崇安,广州奥迪通用照明有限公司,奥迪通用照明,
青木佑介,出光兴产株式会社,出光兴产株式会社,
蒋芳,欧菲光集团股份有限公司,欧菲光,
徐光强,比亚迪股份有限公司,比亚迪,
梁丰收,比亚迪股份有限公司,比亚迪,
刘江,宁德时代新能源科技股份有限公司,宁德时代,
王国宝,宁德时代新能源科技股份有限公司,宁德时代,
冯俊敏,宁德时代新能源科技股份有限公司,宁德时代,
周艳,宁德时代新能源科技股份有限公司,宁德时代,
黄丰收,比亚迪股份有限公司,比亚迪,
钟泽,宁德时代新能源科技股份有限公司,宁德时代,
黄丰收,比亚迪汽车有限公司,比亚迪汽车,
韩国程,深圳市裕同包装科技股份有限公司,裕同科技,
陈平,四川立民制冷科技有限公司,立民制冷,
何焕伟,四川立民制冷科技有限公司,立民制冷,
D·舒勒,奥迪股份公司,奥迪,
田崎聪美,出光兴产株式会社,出光兴产株式会社,
孙剑,比亚迪股份有限公司,比亚迪,
李赟,南昌欧菲光科技有限公司,南昌欧菲光科技,
安志奇,顺丰控股股份有限公司,顺丰控股,
麦子杰,顺丰控股股份有限公司,顺丰控股,
藤山高广,出光兴产株式会社,出光兴产株式会社,
杉井秀夫,出光兴产株式会社,出光兴产株式会社,
张晟,南昌欧菲光科技有限公司,南昌欧菲光科技,
郇凤,宁德时代新能源科技股份有限公司,宁德时代,
刘继琼,宁德时代新能源科技股份有限公司,宁德时代,
金泰显,LG电子株式会社,LG Electronics,
邓联俊,顺丰控股股份有限公司,顺丰控股,
陈军,顺丰控股股份有限公司,顺丰控股,
山崎康宣,出光兴产株式会社,出光兴产株式会社,
陈业兴,深圳爱克莱特科技股份有限公司,爱克股份,
北村友彦,出光兴产株式会社,出光兴产株式会社,
高木史明,出光兴产株式会社,出光兴产株式会社,
何钊,南昌欧菲光科技有限公司,南昌欧菲光科技,
汤成,顺丰控股股份有限公司,顺丰控股,
敬锟,深圳市劲拓自动化设备股份有限公司,劲拓股份,
王恒钰,深圳市劲拓自动化设备股份有限公司,劲拓股份,
蔡雄宇,江西晶浩光学有限公司,晶浩光学,
钟招伟,深圳市奋达科技股份有限公司,奋达科技股份,
李兴宝,深圳市劲拓自动化设备股份有限公司,劲拓股份,
张翠,宁德时代新能源科技股份有限公司,宁德时代,
方堃,宁德时代新能源科技股份有限公司,宁德时代,
王培红,欧菲光集团股份有限公司,欧菲光,
候晓伟,欧菲光集团股份有限公司,欧菲光,
赵艳梅,豫新汽车热管理科技有限公司,豫新汽车,
李新杰,豫新汽车热管理科技有限公司,豫新汽车,
胡曲,豫新汽车热管理科技有限公司,豫新汽车,
向开兵,深圳市易尚展示股份有限公司,易尚展示,
黄瑨烨,LG电子株式会社,LG Electronics,
梁润吾,LG电子株式会社,LG Electronics,
李尚旭,LG电子株式会社,LG Electronics,
郑万永,LG电子株式会社,LG Electronics,
罗杰,顺丰控股股份有限公司,顺丰控股,
叶剑,欧菲光集团股份有限公司,欧菲光,
白俊峰,深圳市奇信集团股份有限公司,奇信股份,
李鹏,豫新汽车热管理科技有限公司,豫新汽车,
王旭光,宁德时代新能源科技股份有限公司,宁德时代,
佐伯真司,株式会社TGK,株式会社TGK,
王舒,顺丰控股股份有限公司,顺丰控股,
宋倩,顺丰控股股份有限公司,顺丰控股,
高标,深圳市汇创达科技股份有限公司,汇创达,
周小龙,深圳市裕同包装科技股份有限公司,裕同科技,
郭庆水,深圳爱克莱特科技股份有限公司,爱克股份,
卢晨,顺丰控股股份有限公司,顺丰控股,
向仕琰,比亚迪股份有限公司,比亚迪,
倪静宇,法雷奥汽车空调湖北有限公司动力总成热系统分公司,法雷奥汽车空调湖北动力总成热系统分,
王喜庆,宁德时代新能源科技股份有限公司,宁德时代,
王莹,宁德时代新能源科技股份有限公司,宁德时代,
X·施特默尔,奥迪股份公司,奥迪,
海沼广司,株式会社不二工机,株式会社不二工机,
王传方,比亚迪股份有限公司,比亚迪,
陈超,深圳市奋达科技股份有限公司,奋达科技股份,
王兴昌,宁德时代新能源科技股份有限公司,宁德时代,
齐藤博之,出光兴产株式会社,出光兴产株式会社,
S·恩格尔,奥迪股份公司,奥迪,
赵高明,比亚迪股份有限公司,比亚迪,
胡波兵,宁德时代新能源科技股份有限公司,宁德时代,
何科峰,比亚迪股份有限公司,比亚迪,
朱丽冰,南昌欧菲光电技术有限公司,欧菲光电技术,
倪宇阳,南昌欧菲光科技有限公司,南昌欧菲光科技,
陈东,深圳爱克莱特科技股份有限公司,爱克股份,
何晓东,重庆超力高科技股份有限公司,超力高科,
吉田幸生,出光兴产株式会社,出光兴产株式会社,
李建军,欧菲光集团股份有限公司,欧菲光,
张成龙,顺丰控股股份有限公司,顺丰控股,
游琮伟,南昌欧菲光电技术有限公司,欧菲光电技术,
张帅,顺丰控股股份有限公司,顺丰控股,
朱小华,豫新汽车热管理科技有限公司,豫新汽车,
陈小凤,江西晶浩光学有限公司,晶浩光学,
惠进军,深圳市劲拓自动化设备股份有限公司,劲拓股份,
魏长斌,深圳市劲拓自动化设备股份有限公司,劲拓股份,
王立均,深圳市劲拓自动化设备股份有限公司,劲拓股份,
杨帮,深圳市劲拓自动化设备股份有限公司,劲拓股份,
黄振华,深圳市劲拓自动化设备股份有限公司,劲拓股份,
王龙,宁德时代新能源科技股份有限公司,宁德时代,
S·阿穆勒,奥迪股份公司,奥迪,
温锦贤,深圳爱克莱特科技股份有限公司,爱克股份,
朴钟硕,LG电子株式会社,LG Electronics,
许静,比亚迪股份有限公司,比亚迪,
瞿佳佳,南昌欧菲光电技术有限公司,欧菲光电技术,
李静,深圳劲嘉集团股份有限公司,劲嘉股份,
袁万颂,比亚迪股份有限公司,比亚迪,
汪鲁建,比亚迪股份有限公司,比亚迪,
刘斯源,比亚迪股份有限公司,比亚迪,
罗训强,宁德时代新能源科技股份有限公司,宁德时代,
崔普金,宁德时代新能源科技股份有限公司,宁德时代,
郭圭环,LG电子株式会社,LG Electronics,
李永辉,比亚迪股份有限公司,比亚迪,
郡洋平,出光兴产株式会社,出光兴产株式会社,
崔厚明,豫新汽车热管理科技有限公司,豫新汽车,
陈文章,南昌欧菲光电技术有限公司,欧菲光电技术,
黄振棠,南昌欧菲光电技术有限公司,欧菲光电技术,
肖硕彬,顺丰控股股份有限公司,顺丰控股,
唐,北京极智嘉科技有限公司,极智嘉科技,
唐景华,比亚迪股份有限公司,比亚迪,
M·吉森霍纳,奥迪股份公司,奥迪,
孙新兵,顺丰控股股份有限公司,顺丰控股,
李晋源,LG电子株式会社,LG Electronics,
安承柱,LG电子株式会社,LG Electronics,
王楠,顺丰控股股份有限公司,顺丰控股,
骆俊贤,比亚迪股份有限公司,比亚迪,
李菁,深圳市奇信集团股份有限公司,奇信股份,
周燕飞,深圳市比亚迪锂电池有限公司,比亚迪锂电池,
王立春,顺丰控股股份有限公司,顺丰控股,
赵晋彬,深圳劲嘉集团股份有限公司,劲嘉股份,
郭鹏飞,深圳劲嘉集团股份有限公司,劲嘉股份,
王堃,北京极智嘉科技有限公司,极智嘉科技,
郝战铎,上海蔚来汽车有限公司,蔚来汽车,
羽山友治,出光兴产株式会社,出光兴产株式会社,
吴兴国,比亚迪股份有限公司,比亚迪,
王铁君,比亚迪股份有限公司,比亚迪,
李传博,比亚迪股份有限公司,比亚迪,
刘苏丽,比亚迪股份有限公司,比亚迪,
胡念,深圳市汇创达科技股份有限公司,汇创达,
刘坤,比亚迪股份有限公司,比亚迪,
郭海,比亚迪股份有限公司,比亚迪,
姬晓峰,欧菲光集团股份有限公司,欧菲光,
褚世伟,顺丰控股股份有限公司,顺丰控股,
何权富,伯朗特机器人股份有限公司,伯朗特,
梁泊山,宁德时代电机科技有限公司,时代电机科技,
孙玉凤,宁德时代电机科技有限公司,时代电机科技,
王高武,比亚迪股份有限公司,比亚迪,
张开立,苏州欧菲光科技有限公司,苏州欧菲光,
陈彬彬,宁德时代新能源科技股份有限公司,宁德时代,
伍慧,欧菲光集团股份有限公司,欧菲光,
林懋瑜,深圳市汇创达科技股份有限公司,汇创达,
薛伟光,比亚迪股份有限公司,比亚迪,
王沭朝,顺丰控股股份有限公司,顺丰控股,
罗科,南昌欧菲光电技术有限公司,欧菲光电技术,
曾文晓,比亚迪股份有限公司,比亚迪,
郭庆余,比亚迪股份有限公司,比亚迪,
佐藤克司,株式会社不二工机,株式会社不二工机,
佐藤永,株式会社不二工机,株式会社不二工机,
林焕炜,比亚迪股份有限公司,比亚迪,
许鹏,欧菲光集团股份有限公司,欧菲光,
聂琳,深圳市奇信集团股份有限公司,奇信股份,
张化明,深圳市裕同包装科技股份有限公司,裕同科技,
蔚岩,深圳市裕同包装科技股份有限公司,裕同科技,
蔡适择,顺丰控股股份有限公司,顺丰控股,
郝嵘,比亚迪股份有限公司,比亚迪,
罗文海,比亚迪股份有限公司,比亚迪,
李巍,南昌欧菲光电技术有限公司,欧菲光电技术,
李岩,比亚迪股份有限公司,比亚迪,
刘会权,比亚迪股份有限公司,比亚迪,
郭俊,深圳市奇信集团股份有限公司,奇信股份,
张东文,顺丰控股股份有限公司,顺丰控股,
孙业圣,豫新汽车热管理科技有限公司,豫新汽车,
马青文,深圳市奇信集团股份有限公司,奇信股份,
郭群涛,深圳爱克莱特科技股份有限公司,爱克股份,
齐文明,比亚迪股份有限公司,比亚迪,
浅野恒,株式会社不二工机,株式会社不二工机,
张青松,深圳市易尚展示股份有限公司,易尚展示,
徐晓波,比亚迪股份有限公司,比亚迪,
徐明泉,顺丰控股股份有限公司,顺丰控股,
安志奇,深圳顺丰泰森控股（集团）有限公司,顺丰泰森控股,
吴兆烽,深圳市奇信集团股份有限公司,奇信股份,
王梦迪,北京极智嘉科技有限公司,极智嘉科技,
苏凯,比亚迪股份有限公司,比亚迪,
申静朝,顺丰控股股份有限公司,顺丰控股,
朱颖,顺丰控股股份有限公司,顺丰控股,
秦宬,比亚迪股份有限公司,比亚迪,
川岛绘美,出光兴产株式会社,出光兴产株式会社,
张兵,南昌欧菲光电技术有限公司,欧菲光电技术,
安在煜,南昌欧菲光电技术有限公司,欧菲光电技术,
张经科,比亚迪股份有限公司,比亚迪,
曾文伟,深圳市亿和精密科技集团有限公司,亿和精密,
张文兵,深圳市亿和精密科技集团有限公司,亿和精密,
张宇昕,比亚迪股份有限公司,比亚迪,
肖玉辉,北京极智嘉科技有限公司,极智嘉科技,
王坤城,比亚迪股份有限公司,比亚迪,
任磊,顺丰控股股份有限公司,顺丰控股,
李金江,顺丰控股股份有限公司,顺丰控股,
林宏业,比亚迪股份有限公司,比亚迪,
王晓文,比亚迪股份有限公司,比亚迪,
宫腰竜,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
江传东,江西晶浩光学有限公司,晶浩光学,
许宗琛,深圳明阳电路科技股份有限公司,明阳电路,
金容贤,LG电子株式会社,LG Electronics,
M·本西蒙,奥迪欧彼塞尔斯有限公司,奥迪欧彼塞尔斯,
金錫九,LG化學公司,LG化學,
吴登禄,顺丰控股股份有限公司,顺丰控股,
林明训,LG电子株式会社,LG Electronics,
徐景美,顺丰控股股份有限公司,顺丰控股,
王玉华,深圳市奋达科技股份有限公司,奋达科技股份,
巢坚,深圳市奋达科技股份有限公司,奋达科技股份,
孙文兵,深圳明阳电路科技股份有限公司,明阳电路,
李巍,江西晶浩光学有限公司,晶浩光学,
杜昊,顺丰控股股份有限公司,顺丰控股,
陈冲,比亚迪股份有限公司,比亚迪,
吴炫默,LG电子株式会社,LG Electronics,
于繁迪,北京极智嘉科技有限公司,极智嘉科技,
卢廷勇,深圳市亿和精密科技集团有限公司,亿和精密,
卢基元,LG电子株式会社,LG Electronics,
黄毅,伯朗特机器人股份有限公司,伯朗特,
杨涛,比亚迪股份有限公司,比亚迪,
付景松,比亚迪股份有限公司,比亚迪,
何鹏,比亚迪股份有限公司,比亚迪,
陈炯,上海蔚来汽车有限公司,蔚来汽车,
林加亮,深圳市亿和精密科技集团有限公司,亿和精密,
张仁善,深圳市亿和精密科技集团有限公司,亿和精密,
肖高飞,顺丰控股股份有限公司,顺丰控股,
武睿泽,顺丰控股股份有限公司,顺丰控股,
李振,比亚迪股份有限公司,比亚迪,
萧汉标,伯朗特机器人股份有限公司,伯朗特,
刘燕妮,南昌欧菲光电技术有限公司,欧菲光电技术,
梁艳,哈尔滨空调股份有限公司,哈空调,
王建勇,深圳市深科达半导体科技有限公司,深科达半导体科技,
姜冥柱,LG电子株式会社,LG Electronics,
李广锁,南昌欧菲光电技术有限公司,欧菲光电技术,
林冬烁,顺丰控股股份有限公司,顺丰控股,
莫曜熙,深圳市劲拓自动化设备股份有限公司,劲拓股份,
唐靖华,顺丰控股股份有限公司,顺丰控股,
金东正,LG电子株式会社,LG Electronics,
梁彰完,LG电子株式会社,LG Electronics,
贾永华,杭州海康机器人技术有限公司,海康机器人,
覃炎运,宁德时代新能源科技股份有限公司,宁德时代,
柴领道,比亚迪股份有限公司,比亚迪,
刁义伟,比亚迪股份有限公司,比亚迪,
武云龙,比亚迪股份有限公司,比亚迪,
成田惠一,出光兴产株式会社,出光兴产株式会社,
彭波,广州市番禺奥迪威电子有限公司,广州市番禺奥迪威电子,
张曙光,广州市番禺奥迪威电子有限公司,广州市番禺奥迪威电子,
金在范,LG电子株式会社,LG Electronics,
小川善朗,株式会社不二工机,株式会社不二工机,
龚泽文,比亚迪股份有限公司,比亚迪,
崔圭宽,LG电子株式会社,LG Electronics,
任素演,LG电子株式会社,LG Electronics,
八卷太郎,出光兴产株式会社,出光兴产株式会社,
焦晓朋,比亚迪股份有限公司,比亚迪,
彭小洪,深圳市亿和精密科技集团有限公司,亿和精密,
阿部智子,出光兴产株式会社,出光兴产株式会社,
谭先华,比亚迪股份有限公司,比亚迪,
工藤裕,出光兴产株式会社,出光兴产株式会社,
罗俊富,比亚迪股份有限公司,比亚迪,
但伟,顺丰控股股份有限公司,顺丰控股,
畠山直良,出光兴产株式会社,出光兴产株式会社,
张研,深圳劲嘉集团股份有限公司,劲嘉股份,
史太川,深圳劲嘉集团股份有限公司,劲嘉股份,
范波,比亚迪股份有限公司,比亚迪,
朴容彻,LG电子株式会社,LG Electronics,
刘维达,比亚迪股份有限公司,比亚迪,
金東明,LG化學公司,LG化學,
李相林,LG电子株式会社,LG Electronics,
安慜基,LG电子株式会社,LG Electronics,
陈凤茹,顺丰控股股份有限公司,顺丰控股,
千西内,LG电子株式会社,LG Electronics,
赵殷亨,LG电子株式会社,LG Electronics,
金志桓,LG电子株式会社,LG Electronics,
王赛宁,比亚迪股份有限公司,比亚迪,
邱佳隆,比亚迪股份有限公司,比亚迪,
何斌,江西省顺丰纸业有限责任公司,江西省顺丰纸业,
谷田贝洋臣,株式会社不二工机,株式会社不二工机,
徐亮,特灵空调系统(中国)有限公司,特灵空调系统(中国),
张楠,比亚迪股份有限公司,比亚迪,
尹明焌,LG电子株式会社,LG Electronics,
白曙英,LG电子株式会社,LG Electronics,
刘善一,LG电子株式会社,LG Electronics,
菅沼威,株式会社不二工机,株式会社不二工机,
卓维煌,深圳市深科达半导体科技有限公司,深科达半导体科技,
刘绍志,湖北美标汽车制冷系统有限公司,美标汽车,
肖锋,湖北美标汽车制冷系统有限公司,美标汽车,
李长议,湖北美标汽车制冷系统有限公司,美标汽车,
杨小平,顺丰控股股份有限公司,顺丰控股,
李均荣,LG电子株式会社,LG Electronics,
柴盈盈,比亚迪股份有限公司,比亚迪,
王伟,南昌欧菲光电技术有限公司,欧菲光电技术,
黄丽诗,顺丰控股股份有限公司,顺丰控股,
须藤真,株式会社不二工机,株式会社不二工机,
森田纪幸,株式会社不二工机,株式会社不二工机,
陈金华,深圳市奋达科技股份有限公司,奋达科技股份,
鄭道陽,LG化學公司,LG化學,
鸟居孝洋,出光兴产株式会社,出光兴产株式会社,
